ORGANIZAÇÃO;SERVIÇO;NOME FANTASIA;CAPAC.; VALOR MENSAL 
CENTRO SOCIOEDUCATIVO PERSEVERANÇA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;PERSEVERANÇA II;300;82721
CENTRO SOCIOEDUCATIVO PERSEVERANÇA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA PERSEVERANÇA VI;180;55129
SERVIÇOS ASSISTENCIAIS SENHOR BOM JESUS DOS PASSOS;INSTITUIÇÃO DE LONGA PERMANÊNCIA PARA IDOSOS - ILPI;ILPI BUTANTÃ;60;200122
SERVIÇOS ASSISTENCIAIS SENHOR BOM JESUS DOS PASSOS;SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA JOVENS E ADULTOS COM DEFICIÊNCIA - MODALIDADE RESIDÊNCIA INCLUSIVA;PÉROLAS DO BOM JESUS CASA I e PÉROLAS DO BOM JESUS CASA II;20;169440
SERVIÇOS ASSISTENCIAIS SENHOR BOM JESUS DOS PASSOS;PROJETO ESPECIAL AUTONOMIA EM FOCO;AUTONOMIA EM FOCO II;150;152044
SERVIÇOS ASSISTENCIAIS SENHOR BOM JESUS DOS PASSOS;SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES;SAICA ESTRELAS DO BOM JESUS;20;73787
SERVIÇOS ASSISTENCIAIS SENHOR BOM JESUS DOS PASSOS;CENTRO DE ACOLHIDA AS PESSOAS EM SITUAÇÃO DE RUA - MODALIDADE CENTRO DE ACOLHIDA ESPECIAL PARA IDOSOS;CAE MORADA SÃO JOÃO;210;245828
SERVIÇOS ASSISTENCIAIS SENHOR BOM JESUS DOS PASSOS;SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES;SAICA BUTANTÃ;15;74698
SOCIAL BOM JESUS - SBJ;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;BANDEIRANTES / UNIVERSAL;120;41208
SOCIAL BOM JESUS - SBJ;SERVIÇO DE ASSISTÊNCIA SOCIAL À FAMÍLIA E PROTEÇÃO SOCIAL BÁSICA NO DOMICÍLIO;SASF JARDIM ÂNGELA I;1000;69741
SOCIAL BOM JESUS - SBJ;SERVIÇO DE ASSISTÊNCIA SOCIAL À FAMÍLIA E PROTEÇÃO SOCIAL BÁSICA NO DOMICÍLIO;SASF JARDIM ÂNGELA II;1000;69558
SOCIAL BOM JESUS - SBJ;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;0;120;47208
SOCIAL BOM JESUS - SBJ;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA LUCA;90;38347
SOCIAL BOM JESUS - SBJ;SCFV - MODALIDADE: NÚCLEO DE CONVIVÊNCIA DE IDOSOS;NCI SEIVA DA VIDA;100;18446
SOCIAL BOM JESUS - SBJ;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA VALE DAS VIRTUDES;120;43787
SOCIAL BOM JESUS - SBJ;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA JARDIM PIRACUAMA;120;46208
SOCIAL BOM JESUS - SBJ;CENTRO DE DESENVOLVIMENTO SOCIAL E PRODUTIVO PARA ADOLESCENTES, JOVENS E ADULTOS - CEDESP;CEDESP CLUBE DA TURMA;160;87141
SOCIAL BOM JESUS - SBJ;SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES;SAICA CIDADE ADEMAR;20;80578
SOCIAL BOM JESUS - SBJ;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA VILA ANDRADE;120;45308
SOCIAL BOM JESUS - SBJ;MEDIDAS SÓCIO EDUCATIVAS EM MEIO ABERTO;MSE / MA CAPÃO REDONDO I  ;90;54829
SOCIAL BOM JESUS - SBJ;SCFV - MODALIDADE CIRCO ESCOLA - Atend. à crianças, adolescentes e jovens de 06 a 17 anos e 11 meses com a oferta de atividades circenses;CIRCO ESCOLA BUTANTÃ / RIO PEQUENO;300;125834
SOCIAL BOM JESUS - SBJ;CENTRO DE DESENVOLVIMENTO SOCIAL E PRODUTIVO PARA ADOLESCENTES, JOVENS E ADULTOS - CEDESP;0;160;78073
SOCIAL BOM JESUS - SBJ;SCFV - Serviço de convivência e Fortalecimento de Vínculos - MODALIDADE CENTRO DE CONVIVÊNCIA INTERGERACIONAL - CCINTER;CCINTER CLUBE DA TURMA;1.020;352078
SOCIAL BOM JESUS - SBJ;SCFV - Serviço de convivência e Fortalecimento de Vínculos - MODALIDADE CENTRO DE CONVIVÊNCIA INTERGERACIONAL - CCINTER;CCINTER JARDIM IMBÉ;360;117612
SOCIEDADE AMIGA E ESPORTIVA DO JARDIM COPACABANA;NÚCLEO DE PROTEÇÃO JURÍDICO SOCIAL E APOIO PSICOLÓGICO - NPJ;NPJ CAMPO LIMPO;120;26803
SOCIEDADE AMIGA E ESPORTIVA DO JARDIM COPACABANA;NÚCLEO DE PROTEÇÃO JURÍDICO SOCIAL E APOIO PSICOLÓGICO - NPJ;NPJ PERUS;120;26803
SOCIEDADE AMIGA E ESPORTIVA DO JARDIM COPACABANA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;JARDIM COPACABANA;180;55129
SOCIEDADE AMIGA E ESPORTIVA DO JARDIM COPACABANA;SCFV - MODALIDADE: NÚCLEO DE CONVIVÊNCIA DE IDOSOS;NCI SAEC;100;16882
SOCIEDADE AMIGA E ESPORTIVA DO JARDIM COPACABANA;SCFV - MODALIDADE: NÚCLEO DE CONVIVÊNCIA DE IDOSOS;ETERNO APRENDIZ;100;16882
SOCIEDADE AMIGA E ESPORTIVA DO JARDIM COPACABANA;SERVIÇO ESPECIALIZADO DE ABORDAGEM SOCIAL ÀS PESSOAS EM SITUAÇÃO DE RUA (600 ADULTOS);SEAS SANTA CECILIA;600;127394
SOCIEDADE AMIGA E ESPORTIVA DO JARDIM COPACABANA;SERVIÇO ESPECIALIZADO DE ABORDAGEM SOCIAL ÀS PESSOAS EM SITUAÇÃO DE RUA (300 ADULTOS);0;300;83855
SOCIEDADE AMIGA E ESPORTIVA DO JARDIM COPACABANA;SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES;SAICA ALENCAR GOMES FERREIRA;20;69932
SOCIEDADE AMIGA E ESPORTIVA DO JARDIM COPACABANA;SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES;SAICA MARILDA COELHO FERNANDES;20;69932
SOCIEDADE AMIGA E ESPORTIVA DO JARDIM COPACABANA;SERVIÇO ESPECIALIZADO DE ABORDAGEM SOCIAL ÀS PESSOAS EM SITUAÇÃO DE RUA (150 ADULTOS E 50 CRIANÇAS E ADOLESCENTES);SEAS MISTO CAMPO LIMPO;200;78542
SOCIEDADE AMIGA E ESPORTIVA DO JARDIM COPACABANA;SCFV - MODALIDADE CJ: CENTRO PARA A JUVENTUDE COM ATEND. DE ADOLESCENTES E JOVENS DE 15 A 17 ANOS E 11 MESES;0;120;46088
SOCIEDADE AMIGA E ESPORTIVA DO JARDIM COPACABANA;SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES;SAICA CAPELA DO SOCORRO;15;66291
SOCIEDADE AMIGA E ESPORTIVA DO JARDIM COPACABANA;SERVIÇO DE ASSISTÊNCIA SOCIAL À FAMÍLIA E PROTEÇÃO SOCIAL BÁSICA NO DOMICÍLIO;SASF CIDADE DUTRA II;1000;59244
SOCIEDADE AMIGA E ESPORTIVA DO JARDIM COPACABANA;SERVIÇO DE ASSISTÊNCIA SOCIAL À FAMÍLIA E PROTEÇÃO SOCIAL BÁSICA NO DOMICÍLIO;SASF CIDADE DUTRA I;1000;60075
SOCIEDADE AMIGA E ESPORTIVA DO JARDIM COPACABANA;NÚCLEO DE CONVIVÊNCIA PARA ADULTOS EM SITUAÇÃO DE RUA;NÚCLEO DE CONVIVÊNCIA PRATES;300;106399
SOCIEDADE AMIGA E ESPORTIVA DO JARDIM COPACABANA;CENTRO DE ACOLHIDA PARA ADULTOS II POR 24 HORAS;CENTRO DE ACOLHIDA PRATES II;220;122824
SOCIEDADE AMIGA E ESPORTIVA DO JARDIM COPACABANA;CENTRO DE ACOLHIDA PARA ADULTOS II POR 24 HORAS;CENTRO DE ACOLHIDA PRATES I;200;121796
SOCIEDADE AMIGA E ESPORTIVA DO JARDIM COPACABANA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA RECANTO DOS HUMILDES III;60;28196
SOCIEDADE AMIGA E ESPORTIVA DO JARDIM COPACABANA;SERVIÇO ESPECIALIZADO DE ABORDAGEM SOCIAL ÀS PESSOAS EM SITUAÇÃO DE RUA (600 ADULTOS);0;600;127045
SOCIEDADE AMIGA E ESPORTIVA DO JARDIM COPACABANA;FAMILIA EM FOCO;0;50;87427
SOCIEDADE AMIGA E ESPORTIVA DO JARDIM COPACABANA;Serviço de Acolhimento Institucional para Crianças e Adolescentes para apoio à central de vagas da SMADS;0;20;82190
SOCIEDADE AMIGA E ESPORTIVA DO JARDIM COPACABANA;FAMILIA EM FOCO;0;50;91622
SOCIEDADE AMIGA E ESPORTIVA DO JARDIM COPACABANA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA CAMPO GRANDE;60;28952
SOCIEDADE AMIGA E ESPORTIVA DO JARDIM COPACABANA;CENTRO DE ACOLHIDA ESPECIAL PARA MULHERES;CAE ERMELINO MATARAZZO;60;91613
SOCIEDADE AMIGA E ESPORTIVA DO JARDIM COPACABANA;SCFV - MODALIDADE CJ: CENTRO PARA A JUVENTUDE COM ATEND. DE ADOLESCENTES E JOVENS DE 15 A 17 ANOS E 11 MESES;JARDIM COPACABANA;60;29070
SOCIEDADE AMIGA E ESPORTIVA DO JARDIM COPACABANA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA MARIA LEITE CALDAS;60;30332
SOCIEDADE AMIGA E ESPORTIVA DO JARDIM COPACABANA;SERVIÇO ESPECIALIZADO DE ABORDAGEM SOCIAL ÀS PESSOAS NA RUA E EM SITUAÇÃO DE RUA QUE FAZEM USO DAS RUAS PARA O CONSUMO ABUSIVO DE SUBSTÂNCIAS PSICOATIVAS EM CENAS DE USO - SEAS MODALIDADE 4;SEAS 4 - SANTA CECÍLIA - SAS SÉ;1000;339884
SOCIEDADE AMIGA E ESPORTIVA DO JARDIM COPACABANA;NÚCLEO DE CONVIVÊNCIA PARA ADULTOS EM SITUAÇÃO DE RUA POR 24 HORAS;ATENDE I;400;286236
SOCIEDADE AMIGOS DA TERCEIRA IDADE SÃO FRANCISCO DE ASSIS;SCFV - MODALIDADE: NÚCLEO DE CONVIVÊNCIA DE IDOSOS;NCI CASA DA MELHOR IDADE DONA DIVA;100;18446
SOCIEDADE AMIGOS DE BAIRRO DE VILA PROGRESSO E ADJACÊNCIAS;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;VILA PROGRESSO;270;77922
SOCIEDADE AMIGOS DE BAIRRO DO CONJUNTO HABITACIONAL JARDIM SAPOPEMBA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CENTRO DE CONVIVÊNCIA DA CRIANÇA E DO ADOLESCENTE SAB SAPOPEMBA;120;41208
SOCIEDADE AMIGOS DE BAIRRO DO CONJUNTO HABITACIONAL JARDIM SAPOPEMBA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA JARDIM SINHÁ;120;44723
SOCIEDADE AMIGOS DE BAIRRO DO CONJUNTO HABITACIONAL JARDIM SAPOPEMBA;SCFV - MODALIDADE CJ: CENTRO PARA A JUVENTUDE COM ATEND. DE ADOLESCENTES E JOVENS DE 15 A 17 ANOS E 11 MESES;CJ JD. SAPOPEMBA;60;32737
SOCIEDADE AMIGOS DE BAIRRO DO CONJUNTO HABITACIONAL JARDIM SAPOPEMBA;SERVIÇO DE ASSISTÊNCIA SOCIAL À FAMÍLIA E PROTEÇÃO SOCIAL BÁSICA NO DOMICÍLIO;SASF SAPOPEMBA I;1000;68772
SOCIEDADE AMIGOS DE BAIRRO DO CONJUNTO HABITACIONAL JARDIM SAPOPEMBA;SCFV - MODALIDADE: NÚCLEO DE CONVIVÊNCIA DE IDOSOS;NCI BEM ESTAR DA MELHOR IDADE;100;23446
SOCIEDADE AMIGOS DE VILA MARA JARDIM MAIA E VILA ADJACENTES;SCFV - MODALIDADE: NÚCLEO DE CONVIVÊNCIA DE IDOSOS;NCI VIVER MELHOR;100;18446
SOCIEDADE AMIGOS DE VILA MARA JARDIM MAIA E VILA ADJACENTES;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA AMIGOS DA ESPERANÇA;120;45934
SOCIEDADE AMIGOS DE VILA MARA JARDIM MAIA E VILA ADJACENTES;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA EM BUSCA DA ARTE DE SER FELIZ;120;46208
SOCIEDADE AMIGOS DE VILA MARA JARDIM MAIA E VILA ADJACENTES;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA AMIGOS DA VITÓRIA;120;46208
SOCIEDADE AMIGOS DE VILA MARA JARDIM MAIA E VILA ADJACENTES;CENTRO DE ACOLHIDA PARA MULHERES EM SITUAÇÃO DE VIOLÊNCIA;CENTRO DE ACOLHIDA PARA MULHERES MARIA ISABEL CARVALHO;20;56597
SOCIEDADE AMIGOS DE VILA MARA JARDIM MAIA E VILA ADJACENTES;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA CRIANÇA FELIZ;60;32600
SOCIEDADE AMIGOS DE VILA MARA JARDIM MAIA E VILA ADJACENTES;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA CRIANÇA CIDADÃ;120;46735
SOCIEDADE AMIGOS DE VILA MARA JARDIM MAIA E VILA ADJACENTES;SCFV - MODALIDADE: NÚCLEO DE CONVIVÊNCIA DE IDOSOS;NCI VIVER MELHOR II;100;21385
SOCIEDADE AMIGOS DE VILA MARA JARDIM MAIA E VILAS ADJACENTES;REPÚBLICA PARA JOVENS DE 18 A 21 ANOS;REPÚBLICA JOVEM ERMELINO MATARAZZO E REPÚBLICA JOVEM PONTE RASA;12;29549
SOCIEDADE AMIGOS DO BAIRRO SICILIANO ANGLO BRASILEIRO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;VILA ANGLO;120;41208
SOCIEDADE AMIGOS DO JARDIM COIMBRA, PQUE. AMÉLIA JARDIM SÃO CARLOS;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;JARDIM COIMBRA;60;28373
SOCIEDADE AMIGOS DO JARDIM VERÔNIA E ADJACÊNCIAS;SCFV - MODALIDADE: NÚCLEO DE CONVIVÊNCIA DE IDOSOS;NCI APRENDENDO A VIVER;100;16882
SOCIEDADE ASSISTENCIAL ESPÍRITA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;PROF. JOSÉ  HERCULANO PIRES I;120;37738
SOCIEDADE ASSISTENCIAL ESPÍRITA;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA ATTÍLIO CAMPANINI;60;25332
SOCIEDADE BENEFICENTE CAMINHANDO PARA O FUTURO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;BEIJA FLOR;240;67535
SOCIEDADE BENEFICENTE CAMINHANDO PARA O FUTURO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CAMINHANDO PARA O FUTURO;180;60129
SOCIEDADE BENEFICENTE CAMINHANDO PARA O FUTURO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CANARINHO;180;55129
SOCIEDADE BENEFICENTE CAMINHANDO PARA O FUTURO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;ARTE NA RUA;120;42376
SOCIEDADE BENEFICENTE EQUILÍBRIO DE INTERLAGOS - SOBEI;CENTRO DE DESENVOLVIMENTO SOCIAL E PRODUTIVO PARA ADOLESCENTES, JOVENS E ADULTOS - CEDESP;CEDESP SOBEI;240;120536
SOCIEDADE BENEFICENTE EQUILÍBRIO DE INTERLAGOS - SOBEI;SCFV - MODALIDADE: NÚCLEO DE CONVIVÊNCIA DE IDOSOS;NCI MONTANARO;200;35658
SOCIEDADE BENEFICENTE EQUILÍBRIO DE INTERLAGOS - SOBEI;SCFV - MODALIDADE: NÚCLEO DE CONVIVÊNCIA DE IDOSOS;NCI JARDIM DAS IMBUIAS;200;35063
SOCIEDADE BENEFICENTE EQUILÍBRIO DE INTERLAGOS - SOBEI;INSTITUIÇÃO DE LONGA PERMANÊNCIA PARA IDOSOS - ILPI;0;30;85933
SOCIEDADE BENEFICENTE SANTO EXPEDITO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;SANTO EXPEDITO;120;41208
SOCIEDADE BENEFICENTE SANTO EXPEDITO;SCFV - MODALIDADE: NÚCLEO DE CONVIVÊNCIA DE IDOSOS;SANTO EXPEDITO;100;18446
SOCIEDADE BENFEITORA JAGUARÉ;CENTRO DE DESENVOLVIMENTO SOCIAL E PRODUTIVO PARA ADOLESCENTES, JOVENS E ADULTOS - CEDESP;CEDESP JAGUARÉ;400;182768
SOCIEDADE BENFEITORA JAGUARÉ;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA RICCARDO ARTIOLI;180;55129
SOCIEDADE BENFEITORA JAGUARÉ;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;JAGUARÉ - UNIDADE I;360;94948
SOCIEDADE DE AMPARO FRATERNO CASA DO CAMINHO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;TIÃOZINHO;360;94948
SOCIEDADE DE AMPARO FRATERNO CASA DO CAMINHO;CENTRO DE DESENVOLVIMENTO SOCIAL E PRODUTIVO PARA ADOLESCENTES, JOVENS E ADULTOS - CEDESP;0;120;59806
SOCIEDADE DE ENSINO PROFISSIONAL E ASSISTÊNCIA SOCIAL - SEPAS;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;PARQUE PAULISTANO;300;89086
SOCIEDADE DE ENSINO PROFISSIONAL E ASSISTÊNCIA SOCIAL - SEPAS;SCFV - MODALIDADE: NÚCLEO DE CONVIVÊNCIA DE IDOSOS;NCI IRMÃ SUZANNE CROS;200;39328
SOCIEDADE DE ENSINO PROFISSIONAL E ASSISTÊNCIA SOCIAL - SEPAS;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;VILA ITAIM;120;41208
SOCIEDADE DE ENSINO PROFISSIONAL E ASSISTÊNCIA SOCIAL - SEPAS;CENTRO DIA PARA IDOSO;DOM FERNANDO LEGAL;30;88198
SOCIEDADE ESPÍRITA EURÍPEDES BARSANULPHO - SEEB;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA LAR DA CRIANÇA;240;72872
SOCIEDADE INSTRUÇÃO E SOCORROS;CENTRO DE DESENVOLVIMENTO SOCIAL E PRODUTIVO PARA ADOLESCENTES, JOVENS E ADULTOS - CEDESP;CEDESP DONA CHANTAL;280;133750
SOCIEDADE INSTRUÇÃO E SOCORROS;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;PINGO D'ALEGRIA;270;75128
SOCIEDADE INSTRUÇÃO E SOCORROS;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;DONA CHANTAL;330;88834
SOCIEDADE INSTRUÇÃO E SOCORROS;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;AMIGOS DE AGOSTINHO;120;37738
SOCIEDADE INSTRUÇÃO E SOCORROS;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CPC E CPA PADRE MARIANO;180;55129
SOCIEDADE SANTOS MÁRTIRES;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA NOSSA SENHORA DE FÁTIMA;120;41905
SOCIEDADE SANTOS MÁRTIRES;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA SÃO JOSÉ;90;34145
SOCIEDADE SANTOS MÁRTIRES;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CCA ALTO DA RIVIERA;120;40634
SOCIEDADE SANTOS MÁRTIRES;SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES;M'BOI MIRIM;20;71597
SOCIEDADE SANTOS MÁRTIRES;CENTRO DE DEFESA E DE CONVIVÊNCIA DA MULHER;CASA SOFIA;100;29247
SOCIEDADE SANTOS MÁRTIRES;SERVIÇO DE ASSISTÊNCIA SOCIAL À FAMÍLIA E PROTEÇÃO SOCIAL BÁSICA NO DOMICÍLIO;SASF JARDIM ÂNGELA III;1000;58090
SOCIEDADE SANTOS MÁRTIRES;SERVIÇO DE ASSISTÊNCIA SOCIAL À FAMÍLIA E PROTEÇÃO SOCIAL BÁSICA NO DOMICÍLIO;SASF JARDIM ÂNGELA IV;1000;59153
SOCIEDADE SANTOS MÁRTIRES;SCFV - MODALIDADE CJ: CENTRO PARA A JUVENTUDE COM ATEND. DE ADOLESCENTES E JOVENS DE 15 A 17 ANOS E 11 MESES;CJ KAGOHARA;60;31070
SOCIEDADE SANTOS MÁRTIRES;SCFV - MODALIDADE CJ: CENTRO PARA A JUVENTUDE COM ATEND. DE ADOLESCENTES E JOVENS DE 15 A 17 ANOS E 11 MESES;RIVIERA;210;65093
SOCIEDADE SANTOS MÁRTIRES;SCFV - MODALIDADE CJ: CENTRO PARA A JUVENTUDE COM ATEND. DE ADOLESCENTES E JOVENS DE 15 A 17 ANOS E 11 MESES;RANIERI;60;32070
SOCIEDADE SANTOS MÁRTIRES;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;RIVIERA;210;61243
SOCIEDADE SANTOS MÁRTIRES;SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES;SAICA CASA GIRASSOL;20;72341
SOCIEDADE SANTOS MÁRTIRES;Serviço de Proteção Social às Crianças e Adolescentes Vítimas de Violência;0;80;39705
SOCIEDADE SANTOS MÁRTIRES;MEDIDAS SÓCIO EDUCATIVAS EM MEIO ABERTO;MSE / MA JARDIM ANGELA II - RAC - REDESCOBRINDO O ADOLESCENTE NA COMUNIDADE;75;41052
TURMA DA TOUCA ASSOCIAÇÃO CULTURAL, RECREATIVA E SOCIAL;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;JARDIM MITSUTANI;120;41208
TURMA DA TOUCA ASSOCIAÇÃO CULTURAL, RECREATIVA E SOCIAL;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;JARDIM ANA MARIA;60;28373
UNAS - UNIÃO DE NÚCLEOS, ASSOCIAÇÕES DOS MORADORES DE HELIÓPOLIS E REGIÃO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;CIDADE DO SOL / IMPERADOR;120;37738
UNAS - UNIÃO DE NÚCLEOS, ASSOCIAÇÕES DOS MORADORES DE HELIÓPOLIS E REGIÃO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;NÚCLEO 120;60;25332
UNAS - UNIÃO DE NÚCLEOS, ASSOCIAÇÕES DOS MORADORES DE HELIÓPOLIS E REGIÃO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;LAGOA;180;55129
UNAS - UNIÃO DE NÚCLEOS, ASSOCIAÇÕES DOS MORADORES DE HELIÓPOLIS E REGIÃO;SCFV - MODALIDADE CCA: CENTRO PARA CRIANÇAS E ADOLESCENTES COM ATENDIMENTO DE 06 A 14 ANOS E 11 MESES;PARCEIROS DA CRIANÇA;180;55129
